-330 -358 240 371 1 1
-318 -358 228 371 1 1
-306 -358 215 371 1 1
-294 -358 203 371 1 1
-282 -358 191 371 1 1
-270 -358 178 371 1 1
-258 -358 166 371 1 1
-246 -358 154 371 1 1
-234 -358 141 371 1 1
-222 -358 129 371 1 1
-210 -358 117 371 1 1
-188 -358 104 371 1 0
-167 -358 92 371 1 0
-145 -358 79 371 0 0
-123 -358 59 371 0 0
-101 -358 39 371 0 0
-79 -358 21 371 0 0
-57 -358 3 371 0 0
-55 -358 -14 371 0 0
-53 -358 -30 371 0 0
-51 -358 -45 371 0 0
-49 -358 -60 371 0 0
-47 -358 -72 371 0 0
-45 -389 710 337 0 0
-43 -389 311 337 0 1
-30 -389 302 337 0 1
-17 -389 293 337 0 1
-4 -389 285 337 0 1
9 -389 278 337 0 1
21 -389 272 337 0 1
34 -389 267 337 0 1
47 -389 263 337 0 1
50 -389 260 337 1 1
-650 -348 250 358 1 1
-650 -348 239 358 1 1
-639 -348 227 358 1 1
-627 -348 215 358 1 1
-616 -348 203 358 1 1
-604 -348 191 358 1 1
-592 -348 180 358 1 1
-581 -348 168 358 1 1
-569 -348 156 358 1 1
-558 -348 144 358 1 1
-546 -348 132 358 1 1
-534 -348 120 358 1 1
-523 -348 108 358 1 1
-511 -348 96 358 1 1
-500 -348 84 358 1 1
-488 -348 72 358 1 1
-466 -348 60 358 1 0
-445 -348 48 358 1 0
-423 -348 36 358 1 0
-402 -348 24 358 1 0
-380 -348 12 358 1 0
-358 -348 0 358 1 0
-337 -348 -11 358 1 0
-335 -348 -23 358 1 0
-334 -348 -31 358 1 0
-332 -372 752 368 1 0
-330 -372 352 368 1 0
-328 -372 339 368 1 0
-326 -372 327 368 1 0
-323 -372 315 368 1 1
-311 -372 302 368 1 1
-298 -372 290 368 1 1
-286 -372 278 368 1 1
-274 -372 266 368 1 1
-261 -372 253 368 1 1
-249 -372 241 368 1 1
-236 -372 229 368 1 1
-224 -372 217 368 1 1
-212 -372 204 368 1 1
-199 -372 192 368 1 1
-187 -372 180 368 1 1
-174 -372 168 368 1 1
-162 -372 155 368 1 1
-150 -372 143 368 1 1
-137 -372 131 368 1 1
-115 -372 118 368 0 0
-92 -372 98 368 0 0
-70 -372 79 368 0 0
-48 -372 60 368 0 0
-25 -372 42 368 0 0
-3 -372 25 368 0 0
20 -372 10 368 0 0
22 -372 -6 368 0 0
24 -372 -20 368 0 0
27 -372 -33 368 0 0
29 -372 -45 368 0 0
32 -372 -57 368 0 0
34 -372 -67 368 0 0
36 -372 -68 368 0 1
49 -390 719 344 0 1
50 -390 323 344 0 1
-650 -326 317 309 0 1
-650 -326 312 309 0 1
-640 -326 308 309 0 1
-629 -326 306 309 1 1
-618 -326 298 309 1 1
-607 -326 287 309 1 1
-596 -326 277 309 1 1
-585 -326 267 309 1 1
-574 -326 256 309 1 1
-564 -326 246 309 1 1
-553 -326 236 309 1 1
-542 -326 226 309 1 1
-531 -326 215 309 1 1
-520 -326 205 309 1 1
-509 -326 195 309 1 1
-498 -326 184 309 1 1
-487 -326 174 309 1 1
-477 -326 164 309 1 1
-466 -326 153 309 1 1
-455 -326 143 309 1 1
-444 -326 133 309 1 1
-433 -326 123 309 1 1
-422 -326 112 309 1 1
-411 -326 102 309 1 1
-401 -326 92 309 1 1
-390 -326 81 309 1 1
-369 -326 71 309 1 0
-348 -326 61 309 1 0
-327 -326 50 309 1 0
-306 -326 40 309 1 0
-285 -326 30 309 1 0
-264 -326 20 309 1 0
-244 -326 9 309 1 0
-243 -326 -1 309 1 0
-242 -326 -11 309 1 0
-241 -326 -22 309 1 0
-240 -326 -31 309 1 0
-239 -339 752 366 1 0
-238 -339 352 366 1 0
-237 -339 339 366 1 1
-226 -339 327 366 1 1
-215 -339 315 366 1 1
-203 -339 303 366 1 1
-192 -339 291 366 1 1
-181 -339 278 366 1 1
-169 -339 266 366 0 1
-158 -339 246 366 0 1
-147 -339 226 366 0 1
-135 -339 208 366 0 1
-124 -339 190 366 0 1
-113 -339 173 366 0 1
-102 -339 158 366 0 1
-90 -339 143 366 0 1
-79 -339 129 366 0 1
-68 -339 115 366 0 1
-56 -339 103 366 0 1
-45 -339 92 366 0 1
-34 -339 81 366 0 1
-22 -339 71 366 0 1
-11 -339 63 366 0 1
0 -339 55 366 0 1
11 -339 48 366 0 1
23 -339 42 366 0 1
44 -339 37 366 0 0
65 -339 32 366 1 0
80 -339 22 366 1 0
-610 -326 10 348 1 0
-600 -326 -2 348 1 0
-580 -326 -14 348 1 0
-559 -326 -25 348 1 0
-558 -326 -31 348 1 0
-557 -386 752 320 1 0
-556 -386 352 320 1 0
-553 -386 341 320 1 0
-550 -386 330 320 1 0
-548 -386 320 320 1 0
-545 -386 309 320 1 1
-532 -386 298 320 1 1
-519 -386 288 320 1 1
-506 -386 277 320 1 1
-493 -386 266 320 1 1
-480 -386 256 320 1 1
-467 -386 245 320 1 1
-455 -386 234 320 1 1
-442 -386 224 320 1 1
-429 -386 213 320 1 1
-416 -386 202 320 1 1
-403 -386 192 320 1 1
-390 -386 181 320 1 1
-377 -386 170 320 1 1
-365 -386 160 320 1 1
-352 -386 149 320 1 1
-339 -386 138 320 1 1
-326 -386 128 320 1 1
-313 -386 117 320 1 1
-300 -386 106 320 1 1
-287 -386 96 320 1 1
-274 -386 85 320 1 1
-252 -386 74 320 1 0
-229 -386 64 320 1 0
-206 -386 53 320 1 0
-183 -386 42 320 1 0
-160 -386 32 320 1 0
-137 -386 21 320 1 0
-114 -386 10 320 1 0
-112 -386 -1 320 1 0
-109 -386 -11 320 1 0
-106 -386 -22 320 1 0
-103 -386 -31 320 1 0
-100 -385 752 359 1 0
-97 -385 352 359 1 0
-94 -385 340 359 1 1
-82 -385 328 359 0 1
-69 -385 307 359 0 1
-56 -385 288 359 0 1
-43 -385 270 359 0 1
-30 -385 253 359 0 1
-17 -385 236 359 0 1
-5 -385 220 359 0 1
8 -385 206 359 0 1
21 -385 192 359 0 1
34 -385 179 359 0 1
47 -385 167 359 0 1
50 -385 156 359 0 1
-650 -360 145 352 0 1
-650 -360 136 352 0 1
-638 -360 128 352 0 1
-626 -360 120 352 0 1
-614 -360 114 352 0 1
-602 -360 108 352 0 1
-590 -360 103 352 0 1
-578 -360 99 352 1 1
-566 -360 90 352 1 1
-544 -360 78 352 1 0
-522 -360 66 352 1 0
-500 -360 55 352 1 0
-478 -360 43 352 1 0
-456 -360 31 352 1 0
-434 -360 19 352 1 0
-412 -360 8 352 1 0
-410 -360 -4 352 1 0
-408 -360 -16 352 1 0
-406 -360 -27 352 1 0
-404 -360 -31 352 1 0
-402 -382 752 385 1 0
-400 -382 352 385 1 0
-398 -382 339 385 1 1
-385 -382 326 385 1 1
-372 -382 313 385 1 1
-360 -382 300 385 1 1
-347 -382 287 385 1 1
-334 -382 275 385 1 1
-321 -382 262 385 1 1
-309 -382 249 385 1 1
-296 -382 236 385 1 1
-283 -382 223 385 1 1
-270 -382 210 385 1 1
-258 -382 198 385 1 1
-245 -382 185 385 1 1
-232 -382 172 385 1 1
-219 -382 159 385 1 1
-207 -382 146 385 1 1
-194 -382 133 385 1 1
-181 -382 120 385 1 1
-169 -382 108 385 1 1
-156 -382 95 385 1 1
-143 -382 82 385 0 1
-120 -382 61 385 0 0
-98 -382 41 385 0 0
-75 -382 22 385 0 0
-52 -382 4 385 0 0
-29 -382 -14 385 0 0
-7 -382 -30 385 0 0
16 -382 -46 385 0 0
19 -382 -61 385 0 0
22 -382 -72 385 0 0
24 -307 710 301 0 0
27 -307 311 301 0 0
27 -307 303 301 0 0
27 -307 295 301 0 0
28 -307 289 301 0 1
38 -307 283 301 0 1
48 -307 278 301 0 1
50 -307 274 301 0 1
-650 -367 271 343 0 1
-650 -367 269 343 1 1
-638 -367 260 343 1 1
-626 -367 248 343 1 1
-614 -367 237 343 1 1
-602 -367 226 343 1 1
-589 -367 214 343 1 1
-577 -367 203 343 1 1
-565 -367 191 343 1 1
-553 -367 180 343 1 1
-540 -367 168 343 1 1
-528 -367 157 343 1 1
-516 -367 145 343 1 1
-504 -367 134 343 1 1
-491 -367 123 343 1 1
-479 -367 111 343 1 1
-467 -367 100 343 1 1
-455 -367 88 343 1 1
-443 -367 77 343 1 1
-430 -367 65 343 1 1
-418 -367 54 343 1 1
-396 -367 43 343 1 0
-374 -367 31 343 1 0
-351 -367 20 343 1 0
-329 -367 8 343 1 0
-307 -367 -3 343 1 0
-285 -367 -15 343 1 0
-262 -367 -26 343 1 0
-260 -367 -31 343 1 0
-258 -374 752 333 1 0
-256 -374 352 333 1 0
-253 -374 340 333 1 0
-251 -374 329 333 1 0
-248 -374 318 333 1 0
-246 -374 307 333 1 1
-233 -374 296 333 1 1
-221 -374 285 333 1 1
-208 -374 274 333 1 1
-196 -374 263 333 1 1
-184 -374 252 333 1 1
-171 -374 241 333 1 1
-159 -374 229 333 1 1
-146 -374 218 333 1 1
-134 -374 207 333 1 1
-121 -374 196 333 1 1
-109 -374 185 333 0 1
-96 -374 166 333 0 1
-84 -374 147 333 0 1
-71 -374 130 333 0 1
-59 -374 113 333 0 1
-46 -374 98 333 0 1
-34 -374 83 333 0 1
-21 -374 69 333 0 1
-9 -374 56 333 0 1
3 -374 44 333 0 1
26 -374 33 333 0 0
48 -374 23 333 0 0
71 -374 13 333 0 0
90 -374 5 333 0 0
-600 -362 -3 367 0 0
-590 -362 -10 367 0 0
-568 -362 -17 367 0 0
-566 -362 -23 367 0 0
-564 -362 -28 367 0 0
-562 -362 -33 367 1 0
-560 -362 -31 367 1 0
-558 -347 752 379 1 0
-556 -347 352 379 1 0
-554 -347 339 379 1 1
-543 -347 326 379 1 1
-531 -347 314 379 1 1
-520 -347 301 379 1 1
-508 -347 288 379 1 1
-497 -347 276 379 1 1
-485 -347 263 379 1 1
-473 -347 250 379 1 1
-462 -347 238 379 1 1
-450 -347 225 379 1 1
-439 -347 213 379 1 1
-427 -347 200 379 1 1
-416 -347 187 379 1 1
-404 -347 175 379 1 1
-393 -347 162 379 1 1
-381 -347 149 379 1 1
-369 -347 137 379 1 1
-358 -347 124 379 1 1
-346 -347 111 379 1 1
-335 -347 99 379 1 1
-323 -347 86 379 1 1
-312 -347 74 379 1 1
-300 -347 61 379 1 1
-278 -347 48 379 1 0
-257 -347 36 379 1 0
-235 -347 23 379 1 0
-214 -347 10 379 1 0
-192 -347 -2 379 1 0
-171 -347 -15 379 1 0
-149 -347 -27 379 1 0
-147 -347 -31 379 1 0
-146 -311 752 357 1 0
-144 -311 352 357 1 0
-144 -311 340 357 1 0
-144 -311 328 357 1 0
-143 -311 316 357 0 0
-143 -311 296 357 0 1
-132 -311 277 357 0 1
-122 -311 258 357 0 1
-112 -311 241 357 0 1
-101 -311 225 357 0 1
-91 -311 209 357 0 1
-81 -311 194 357 0 1
-70 -311 181 357 0 1
-60 -311 168 357 0 1
-50 -311 156 357 0 1
-39 -311 145 357 0 1
-29 -311 134 357 0 1
-18 -311 125 357 0 1
-8 -311 117 357 0 1
2 -311 109 357 0 1
13 -311 102 357 0 1
23 -311 96 357 0 1
33 -311 92 357 0 1
44 -311 88 357 1 1
50 -311 78 357 1 1
-650 -324 66 316 1 1
-640 -324 54 316 1 0
-620 -324 43 316 1 0
-599 -324 33 316 1 0
-578 -324 22 316 1 0
-557 -324 12 316 1 0
-537 -324 1 316 1 0
-516 -324 -9 316 1 0
-515 -324 -20 316 1 0
-514 -324 -30 316 1 0
-513 -324 -31 316 1 0
-513 -325 752 331 1 0
-512 -325 352 331 1 0
-511 -325 340 331 1 0
-510 -325 329 331 1 1
-499 -325 318 331 1 1
-488 -325 307 331 1 1
-478 -325 296 331 1 1
-467 -325 285 331 1 1
-456 -325 274 331 1 1
-445 -325 263 331 1 1
-434 -325 252 331 1 1
-423 -325 241 331 1 1
-413 -325 230 331 1 1
-402 -325 219 331 1 1
-391 -325 208 331 1 1
-380 -325 197 331 1 1
-369 -325 186 331 1 1
-358 -325 175 331 1 1
-348 -325 164 331 1 1
-337 -325 153 331 1 1
-326 -325 142 331 1 1
-315 -325 131 331 1 1
-304 -325 120 331 1 1
-293 -325 109 331 1 1
-283 -325 98 331 1 1
-272 -325 87 331 1 1
-251 -325 76 331 1 0
-230 -325 65 331 1 0
-209 -325 54 331 1 0
-188 -325 43 331 1 0
-168 -325 32 331 1 0
-147 -325 20 331 1 0
-126 -325 9 331 1 0
-125 -325 -2 331 1 0
-124 -325 -13 331 1 0
-123 -325 -24 331 1 0
-123 -325 -31 331 1 0
-122 -310 752 330 1 0
-121 -310 352 330 1 0
-121 -310 341 330 0 1
-110 -310 321 330 0 1
-100 -310 303 330 0 1
-90 -310 286 330 0 1
-79 -310 269 330 0 1
-69 -310 254 330 0 1
-59 -310 239 330 0 1
-48 -310 225 330 0 1
-38 -310 213 330 0 1
-28 -310 201 330 0 1
-17 -310 189 330 0 1
-7 -310 179 330 0 1
3 -310 170 330 0 1
14 -310 161 330 0 1
24 -310 154 330 0 1
34 -310 147 330 0 1
45 -310 141 330 0 1
50 -310 137 330 0 1
-650 -367 133 358 0 1
-650 -367 129 358 1 1
-638 -367 120 358 1 1
-626 -367 108 358 1 1
-614 -367 96 358 1 1
-602 -367 84 358 1 1
-589 -367 72 358 1 1
-567 -367 60 358 1 0
-545 -367 48 358 1 0
-523 -367 36 358 1 0
-500 -367 24 358 1 0
-478 -367 12 358 1 0
-456 -367 0 358 1 0
-434 -367 -12 358 1 0
-431 -367 -24 358 1 0
-429 -367 -31 358 1 0
-427 -386 752 380 1 0
-425 -386 352 380 1 0
-422 -386 339 380 1 0
-419 -386 326 380 1 0
-416 -386 314 380 1 1
-403 -386 301 380 1 1
-390 -386 288 380 1 1
-378 -386 276 380 1 1
-365 -386 263 380 1 1
-352 -386 250 380 1 1
-339 -386 238 380 1 1
-326 -386 225 380 1 1
-313 -386 212 380 1 1
-300 -386 200 380 1 1
-287 -386 187 380 1 1
-275 -386 174 380 1 1
-262 -386 162 380 1 1
-249 -386 149 380 1 1
-236 -386 136 380 1 1
-223 -386 124 380 1 1
-210 -386 111 380 1 1
-197 -386 98 380 1 1
-185 -386 86 380 1 1
-172 -386 73 380 1 1
-149 -386 60 380 1 0
-126 -386 48 380 1 0
-103 -386 35 380 1 0
-80 -386 22 380 0 0
-57 -386 1 380 0 0
-34 -386 -19 380 0 0
-12 -386 -38 380 0 0
-9 -386 -56 380 0 0
-6 -386 -63 380 0 0
-3 -310 716 339 0 0
0 -310 313 339 0 0
0 -310 300 339 0 0
1 -310 288 339 0 0
1 -310 276 339 0 1
11 -310 266 339 0 1
22 -310 256 339 0 1
32 -310 248 339 0 1
42 -310 240 339 0 1
50 -310 233 339 0 1
-650 -370 227 312 0 1
-650 -370 222 312 0 1
-638 -370 218 312 0 1
-626 -370 216 312 1 1
-613 -370 207 312 1 1
-601 -370 197 312 1 1
-589 -370 187 312 1 1
-576 -370 176 312 1 1
-564 -370 166 312 1 1
-552 -370 155 312 1 1
-539 -370 145 312 1 1
-527 -370 134 312 1 1
-515 -370 124 312 1 1
-502 -370 114 312 1 1
-490 -370 103 312 1 1
-478 -370 93 312 1 1
-465 -370 83 312 1 1
-453 -370 72 312 1 1
-441 -370 62 312 1 1
-418 -370 51 312 1 0
-396 -370 41 312 1 0
-374 -370 31 312 1 0
-351 -370 20 312 1 0
-329 -370 10 312 1 0
-307 -370 -1 312 1 0
-284 -370 -11 312 1 0
-282 -370 -21 312 1 0
-280 -370 -31 312 1 0
-277 -315 752 399 1 0
-275 -315 352 399 1 0
-275 -315 338 399 1 0
-274 -315 325 399 1 0
-274 -315 312 399 1 1
-263 -315 298 399 1 1
-253 -315 285 399 1 1
-242 -315 272 399 1 1
-232 -315 258 399 1 1
-221 -315 245 399 1 1
-211 -315 232 399 1 1
-200 -315 219 399 1 1
-190 -315 205 399 0 1
-179 -315 184 399 0 1
-169 -315 163 399 0 1
-158 -315 144 399 0 1
-148 -315 125 399 0 1
-137 -315 107 399 0 1
-127 -315 90 399 0 1
-116 -315 74 399 0 1
-106 -315 59 399 0 1
-95 -315 44 399 0 1
-85 -315 31 399 0 1
-64 -315 19 399 0 0
-44 -315 7 399 0 0
-23 -315 -4 399 0 0
-3 -315 -14 399 0 0
18 -315 -23 399 0 0
38 -315 -31 399 0 0
59 -315 -38 399 0 0
59 -315 -41 399 0 0
60 -376 749 393 1 0
60 -376 352 393 1 0
63 -376 338 393 1 0
65 -376 325 393 1 0
60 -376 312 393 1 0
-650 -349 299 355 1 1
-650 -349 286 355 1 1
-639 -349 274 355 1 1
-627 -349 262 355 1 1
-616 -349 251 355 1 1
-604 -349 239 355 1 1
-592 -349 227 355 1 1
-581 -349 215 355 1 1
-569 -349 203 355 1 1
-557 -349 191 355 1 1
-546 -349 180 355 1 1
-534 -349 168 355 1 1
-523 -349 156 355 1 1
-511 -349 144 355 1 1
-499 -349 132 355 1 1
-488 -349 120 355 1 1
-476 -349 108 355 1 1
-464 -349 97 355 1 1
-453 -349 85 355 1 1
-441 -349 73 355 1 1
-429 -349 61 355 1 1
-408 -349 49 355 1 0
-386 -349 38 355 1 0
-365 -349 26 355 1 0
-343 -349 14 355 1 0
-321 -349 2 355 1 0
-300 -349 -10 355 1 0
-278 -349 -22 355 1 0
-276 -349 -31 355 1 0
-275 -307 752 308 1 0
-273 -307 352 308 1 0
-273 -307 341 308 1 0
-273 -307 331 308 1 0
-272 -307 321 308 1 0
-272 -307 310 308 1 1
-262 -307 300 308 1 1
-252 -307 290 308 1 1
-242 -307 280 308 1 1
-231 -307 269 308 1 1
-221 -307 259 308 1 1
-211 -307 249 308 1 1
-201 -307 239 308 1 1
-190 -307 228 308 1 1
-180 -307 218 308 1 1
-170 -307 208 308 1 1
-160 -307 198 308 1 1
-149 -307 187 308 1 1
-139 -307 177 308 1 1
-129 -307 167 308 1 1
-109 -307 156 308 0 0
-88 -307 138 308 0 0
-68 -307 121 308 0 0
-48 -307 104 308 0 0
-28 -307 88 308 0 0
-8 -307 73 308 0 0
13 -307 60 308 0 0
13 -307 46 308 0 0
13 -307 34 308 0 0
13 -307 23 308 0 0
14 -307 13 308 0 0
-650 -353 711 301 0 1
